Local Time,Device Name,deveui,Freq[Hz],BW(kHz),channel,coderate,RSSI(dBm),snrSNR(dB),SF,Temperature (F),Humidity (%),dr,fcnt,Jamming
2/4/2023 5:32,Mote01,qGEKMzVBjAY=,904300000,125,2,4/5,-73,9,10,65.8,18.65,0,16413,1
2/4/2023 5:32,Mote04,qGEKNDBFiQo=,904500000,125,3,4/5,-66,13.2,10,67.21,17.6,0,15898,1
2/4/2023 5:32,Mote05,qGEKMzA3fwE=,903900000,125,0,4/5,-77,9.8,10,65.91,19.05,0,2398,1
2/4/2023 5:32,Mote03,qGEKNDQkZg8=,903900000,125,0,4/5,-69,12.5,10,66.15,20.12,0,16552,1
2/4/2023 5:33,Mote01,qGEKMzVBjAY=,904100000,125,1,4/5,-73,9.5,10,65.84,18.61,0,16414,1
2/4/2023 5:33,Mote05,qGEKMzA3fwE=,905100000,125,6,4/5,-77,11.2,10,65.95,19.01,0,2399,1
2/4/2023 5:34,Mote03,qGEKNDQkZg8=,905100000,125,6,4/5,-71,12.2,10,66.24,20,0,16554,1
2/4/2023 5:35,Mote01,qGEKMzVBjAY=,903900000,125,0,4/5,-75,11,10,65.91,18.52,0,16416,1
2/4/2023 5:35,Mote05,qGEKMzA3fwE=,904100000,125,1,4/5,-71,9.2,10,66.02,18.9,0,2401,1
2/4/2023 5:36,Mote02,qGEKNDExiAs=,904300000,125,2,4/5,-64,8.8,10,66.72,19.79,0,14543,1
2/4/2023 5:36,Mote05,qGEKMzA3fwE=,904500000,125,3,4/5,-77,10.5,10,66.07,18.85,0,2402,1
2/4/2023 5:36,Mote03,qGEKNDQkZg8=,904700000,125,4,4/5,-69,12,10,66.27,19.94,0,16556,1
2/4/2023 5:37,Mote04,qGEKNDBFiQo=,905300000,125,7,4/5,-66,10.2,10,67.28,17.49,0,15903,1
2/4/2023 5:37,Mote02,qGEKNDExiAs=,903900000,125,0,4/5,-67,13.8,10,66.74,19.77,0,14544,1
2/4/2023 5:37,Mote01,qGEKMzVBjAY=,904900000,125,5,4/5,-77,9.5,10,66,18.47,0,16418,1
2/4/2023 5:37,Mote03,qGEKNDQkZg8=,904300000,125,2,4/5,-69,9,10,66.33,19.97,0,16557,1
2/4/2023 5:38,Mote02,qGEKNDExiAs=,904700000,125,4,4/5,-65,11.8,10,66.74,19.74,0,14545,1
2/4/2023 5:38,Mote04,qGEKNDBFiQo=,904900000,125,5,4/5,-66,13.2,10,67.28,17.49,0,15904,1
2/4/2023 5:38,Mote01,qGEKMzVBjAY=,905100000,125,6,4/5,-70,9.2,10,66.06,18.45,0,16419,1
2/4/2023 5:39,Mote03,qGEKNDQkZg8=,903900000,125,0,4/5,-72,13.5,10,66.38,19.93,0,16558,1
2/4/2023 5:39,Mote02,qGEKNDExiAs=,904900000,125,5,4/5,-64,11.5,10,66.76,19.77,0,14546,1
2/4/2023 5:39,Mote05,qGEKMzA3fwE=,904900000,125,5,4/5,-76,10.2,10,66.16,18.84,0,2405,1
2/4/2023 5:39,Mote04,qGEKNDBFiQo=,904300000,125,2,4/5,-64,7.8,10,67.28,17.49,0,15905,1
2/4/2023 5:40,Mote01,qGEKMzVBjAY=,904500000,125,3,4/5,-72,10.5,10,66.06,18.41,0,16421,1
2/4/2023 5:40,Mote04,qGEKNDBFiQo=,905300000,125,7,4/5,-66,9.2,10,67.32,17.47,0,15906,1
2/4/2023 5:41,Mote05,qGEKMzA3fwE=,905300000,125,7,4/5,-76,10,10,66.16,18.79,0,2406,1
2/4/2023 5:41,Mote02,qGEKNDExiAs=,904900000,125,5,4/5,-66,14,10,66.74,19.74,0,14548,1
2/4/2023 5:41,Mote05,qGEKMzA3fwE=,904700000,125,4,4/5,-76,10.2,10,66.18,18.81,0,2407,1
2/4/2023 5:41,Mote01,qGEKMzVBjAY=,905300000,125,7,4/5,-77,11.8,10,66.09,18.42,0,16422,1
2/4/2023 5:42,Mote02,qGEKNDExiAs=,905100000,125,6,4/5,-65,13.2,10,66.72,19.74,0,14549,1
2/4/2023 5:42,Mote03,qGEKNDQkZg8=,904900000,125,5,4/5,-69,12.5,10,66.42,19.92,0,16561,1
2/4/2023 5:42,Mote01,qGEKMzVBjAY=,904700000,125,4,4/5,-70,10.2,10,66.11,18.4,0,16423,1
2/4/2023 5:42,Mote05,qGEKMzA3fwE=,904300000,125,2,4/5,-73,7.2,10,66.18,18.75,0,2408,1
2/4/2023 5:43,Mote03,qGEKNDQkZg8=,904100000,125,1,4/5,-71,13.2,10,66.42,19.86,0,16562,1
2/4/2023 5:43,Mote04,qGEKNDBFiQo=,904900000,125,5,4/5,-66,13,10,67.35,17.4,0,15909,1
2/4/2023 5:43,Mote03,qGEKNDQkZg8=,905300000,125,7,4/5,-72,8.8,10,66.45,19.87,0,16563,1
2/4/2023 5:44,Mote05,qGEKMzA3fwE=,904500000,125,3,4/5,-78,11.2,10,66.25,18.75,0,2410,1
2/4/2023 5:44,Mote04,qGEKNDBFiQo=,903900000,125,0,4/5,-65,10.5,10,67.39,17.42,0,15910,1
2/4/2023 5:45,Mote02,qGEKNDExiAs=,904700000,125,4,4/5,-66,13.5,10,66.76,19.74,0,14552,1
2/4/2023 5:45,Mote01,qGEKMzVBjAY=,904900000,125,5,4/5,-72,10.2,10,66.2,18.34,0,16426,1
2/4/2023 5:45,Mote05,qGEKMzA3fwE=,904900000,125,5,4/5,-75,9.2,10,66.22,18.77,0,2411,1
2/4/2023 5:45,Mote04,qGEKNDBFiQo=,904100000,125,1,4/5,-66,14,10,67.42,17.38,0,15911,1
2/4/2023 5:46,Mote03,qGEKNDQkZg8=,905100000,125,6,4/5,-71,13,10,66.51,19.81,0,16565,1
2/4/2023 5:46,Mote03,qGEKNDQkZg8=,904500000,125,3,4/5,-69,12.2,10,66.51,19.81,0,16565,1
2/4/2023 5:46,Mote05,qGEKMzA3fwE=,904700000,125,4,4/5,-81,12.5,10,66.25,18.77,0,2412,1
2/4/2023 5:46,Mote04,qGEKNDBFiQo=,904700000,125,4,4/5,-67,9.8,10,67.42,17.36,0,15912,1
2/4/2023 5:47,Mote01,qGEKMzVBjAY=,905100000,125,6,4/5,-75,11,10,66.22,18.31,0,16427,1
2/4/2023 5:47,Mote02,qGEKNDExiAs=,904300000,125,2,4/5,-65,8,10,66.81,19.73,0,14554,1
2/4/2023 5:47,Mote01,qGEKMzVBjAY=,904500000,125,3,4/5,-75,10.2,10,66.25,18.27,0,16428,1
2/4/2023 5:47,Mote04,qGEKNDBFiQo=,905100000,125,6,4/5,-66,11.2,10,67.44,17.38,0,15913,1
2/4/2023 5:48,Mote03,qGEKNDQkZg8=,905300000,125,7,4/5,-71,10,10,66.52,19.77,0,16567,1
2/4/2023 5:48,Mote02,qGEKNDExiAs=,904100000,125,1,4/5,-64,11.5,10,66.81,19.68,0,14555,1
2/4/2023 5:49,Mote01,qGEKMzVBjAY=,904700000,125,4,4/5,-74,11,10,66.29,18.25,0,16429,1
2/4/2023 5:49,Mote05,qGEKMzA3fwE=,903900000,125,0,4/5,-75,11,10,66.34,18.7,0,2414,1
2/4/2023 5:49,Mote03,qGEKNDQkZg8=,903900000,125,0,4/5,-72,13.2,10,66.54,19.81,0,16568,1
2/4/2023 5:49,Mote01,qGEKMzVBjAY=,904100000,125,1,4/5,-75,10,10,66.24,18.26,0,16430,1
2/4/2023 5:49,Mote04,qGEKNDBFiQo=,904300000,125,2,4/5,-64,8.5,10,67.44,17.37,0,15915,1
2/4/2023 5:49,Mote02,qGEKNDExiAs=,903900000,125,0,4/5,-65,11.2,10,66.81,19.69,0,14556,1
2/4/2023 5:50,Mote05,qGEKMzA3fwE=,905100000,125,6,4/5,-78,11.2,10,66.33,18.7,0,2415,1
2/4/2023 5:50,Mote02,qGEKNDExiAs=,904500000,125,3,4/5,-65,14.2,10,66.83,19.71,0,14557,1
2/4/2023 5:51,Mote05,qGEKMzA3fwE=,904100000,125,1,4/5,-77,9,10,66.34,18.7,0,2416,1
2/4/2023 5:51,Mote03,qGEKNDQkZg8=,904700000,125,4,4/5,-69,12,10,66.54,19.81,0,16570,1
2/4/2023 5:51,Mote05,qGEKMzA3fwE=,905300000,125,7,4/5,-76,10.2,10,66.31,18.7,0,2417,1
2/4/2023 5:52,Mote01,qGEKMzVBjAY=,905300000,125,7,4/5,-76,11.8,10,66.31,18.23,0,16432,1
2/4/2023 5:52,Mote03,qGEKNDQkZg8=,904300000,125,2,4/5,-68,9.5,10,66.58,19.75,0,16571,1
2/4/2023 5:52,Mote04,qGEKNDBFiQo=,904100000,125,1,4/5,-66,13,10,67.5,17.34,0,15918,1
2/4/2023 5:52,Mote04,qGEKNDBFiQo=,905300000,125,7,4/5,-67,8.5,10,67.5,17.34,0,15918,1
2/4/2023 5:52,Mote01,qGEKMzVBjAY=,904300000,125,2,4/5,-71,7.8,10,66.34,18.18,0,16433,1
2/4/2023 5:53,Mote05,qGEKMzA3fwE=,904300000,125,2,4/5,-75,7,10,66.38,18.62,0,2418,1
2/4/2023 5:53,Mote02,qGEKNDExiAs=,904500000,125,3,4/5,-64,12.8,10,66.83,19.64,0,14560,1
2/4/2023 5:54,Mote01,qGEKMzVBjAY=,903900000,125,0,4/5,-76,12.2,10,66.36,18.17,0,16434,1
2/4/2023 5:54,Mote04,qGEKNDBFiQo=,904500000,125,3,4/5,-65,13.5,10,67.51,17.31,0,15919,1
2/4/2023 5:54,Mote03,qGEKNDQkZg8=,904500000,125,3,4/5,-70,11.5,10,66.6,19.71,0,16573,1
2/4/2023 5:55,Mote03,qGEKNDQkZg8=,905100000,125,6,4/5,-70,12.2,10,66.69,19.61,0,16574,1
2/4/2023 5:55,Mote04,qGEKNDBFiQo=,904700000,125,4,4/5,-66,10.8,10,67.53,17.31,0,15921,1
2/4/2023 5:56,Mote01,qGEKMzVBjAY=,904100000,125,1,4/5,-75,10,10,66.42,18.13,0,16436,1
2/4/2023 5:56,Mote03,qGEKNDQkZg8=,904900000,125,5,4/5,-69,12.2,10,66.69,19.65,0,16575,1
2/4/2023 5:56,Mote01,qGEKMzVBjAY=,905100000,125,6,4/5,-74,13.2,10,66.43,18.17,0,16437,1
2/4/2023 5:57,Mote03,qGEKNDQkZg8=,904100000,125,1,4/5,-69,12.5,10,66.76,19.64,0,16576,1
2/4/2023 5:57,Mote02,qGEKNDExiAs=,904100000,125,1,4/5,-65,12,10,66.88,19.64,0,14564,1
2/4/2023 5:57,Mote04,qGEKNDBFiQo=,903900000,125,0,4/5,-66,9.8,10,67.53,17.29,0,15923,1
2/4/2023 5:58,Mote05,qGEKMzA3fwE=,904100000,125,1,4/5,-70,9,10,66.52,18.61,0,2423,1
2/4/2023 5:58,Mote02,qGEKNDExiAs=,905100000,125,6,4/5,-65,13.8,10,66.9,19.65,0,14565,1
2/4/2023 5:58,Mote05,qGEKMzA3fwE=,905300000,125,7,4/5,-79,10.8,10,66.54,18.61,0,2424,1
2/4/2023 5:59,Mote03,qGEKNDQkZg8=,904500000,125,3,4/5,-69,12.5,10,66.81,19.59,0,16578,1
2/4/2023 5:59,Mote02,qGEKNDExiAs=,904300000,125,2,4/5,-64,8,10,66.92,19.57,0,14566,1
2/4/2023 5:59,Mote04,qGEKNDBFiQo=,904900000,125,5,4/5,-65,10.5,10,67.44,17.36,0,15925,1
2/4/2023 5:59,Mote05,qGEKMzA3fwE=,904500000,125,3,4/5,-75,9.8,10,66.56,18.59,0,2425,1
2/4/2023 6:00,Mote03,qGEKNDQkZg8=,905100000,125,6,4/5,-70,11.5,10,66.9,19.61,0,16579,1
2/4/2023 6:00,Mote01,qGEKMzVBjAY=,903900000,125,0,4/5,-77,12.8,10,66.54,18.1,0,16440,1
2/4/2023 6:00,Mote02,qGEKNDExiAs=,903900000,125,0,4/5,-66,13.5,10,66.92,19.56,0,14567,1
2/4/2023 6:01,Mote04,qGEKNDBFiQo=,905100000,125,6,4/5,-65,10.2,10,67.42,17.38,0,15926,1
2/4/2023 6:01,Mote01,qGEKMzVBjAY=,904500000,125,3,4/5,-72,9.5,10,66.56,18.08,0,16441,1
2/4/2023 6:01,Mote03,qGEKNDQkZg8=,903900000,125,0,4/5,-72,12.5,10,66.9,19.58,0,16580,1
2/4/2023 6:01,Mote02,qGEKNDExiAs=,905300000,125,7,4/5,-67,12.8,10,66.88,19.6,0,14568,1
2/4/2023 6:01,Mote04,qGEKNDBFiQo=,904300000,125,2,4/5,-60,8.2,10,67.41,17.34,0,15927,1
2/4/2023 6:02,Mote01,qGEKMzVBjAY=,904300000,125,2,4/5,-73,7.5,10,66.54,18.09,0,16442,1
2/4/2023 6:02,Mote02,qGEKNDExiAs=,904900000,125,5,4/5,-65,13.8,10,66.9,19.6,0,14569,1
2/4/2023 6:03,Mote04,qGEKNDBFiQo=,903900000,125,0,4/5,-67,9.8,10,67.35,17.37,0,15928,1
2/4/2023 6:03,Mote05,qGEKMzA3fwE=,905100000,125,6,4/5,-76,10.2,10,66.58,18.55,0,2428,1
2/4/2023 6:03,Mote01,qGEKMzVBjAY=,904900000,125,5,4/5,-74,11.8,10,66.56,18.04,0,16443,1
2/4/2023 6:03,Mote02,qGEKNDExiAs=,904700000,125,4,4/5,-67,13.8,10,66.88,19.58,0,14570,1
2/4/2023 6:03,Mote01,qGEKMzVBjAY=,905300000,125,7,4/5,-75,12,10,66.49,18.05,0,16444,1
2/4/2023 6:03,Mote04,qGEKNDBFiQo=,904100000,125,1,4/5,-65,12.8,10,67.33,17.34,0,15929,1
2/4/2023 6:04,Mote03,qGEKNDQkZg8=,905300000,125,7,4/5,-71,12,10,66.79,19.54,0,16583,1
2/4/2023 6:04,Mote04,qGEKNDBFiQo=,905300000,125,7,4/5,-67,9.5,10,67.28,17.35,0,15930,1
2/4/2023 6:05,Mote05,qGEKMzA3fwE=,904300000,125,2,4/5,-77,7.2,10,66.49,18.51,0,2430,1
2/4/2023 6:05,Mote02,qGEKNDExiAs=,903900000,125,0,4/5,-67,13,10,66.88,19.6,0,14572,1
2/4/2023 6:05,Mote03,qGEKNDQkZg8=,904900000,125,5,4/5,-71,11.5,10,66.74,19.57,0,16584,1
2/4/2023 6:05,Mote01,qGEKMzVBjAY=,904700000,125,4,4/5,-75,12.5,10,66.33,18.13,0,16446,1
2/4/2023 6:06,Mote04,qGEKNDBFiQo=,904900000,125,5,4/5,-67,12.8,10,67.23,17.41,0,15932,1
2/4/2023 6:07,Mote02,qGEKNDExiAs=,904100000,125,1,4/5,-65,11.8,10,66.83,19.66,0,14573,1
2/4/2023 6:07,Mote05,qGEKMzA3fwE=,904700000,125,4,4/5,-76,10.5,10,66.38,18.54,0,2432,1
2/4/2023 6:07,Mote03,qGEKNDQkZg8=,904700000,125,4,4/5,-71,12,10,66.52,19.73,0,16586,1
2/4/2023 6:08,Mote01,qGEKMzVBjAY=,905100000,125,6,4/5,-75,13,10,66.11,18.3,0,16448,1
2/4/2023 6:08,Mote02,qGEKNDExiAs=,904900000,125,5,4/5,-65,13.8,10,66.79,19.72,0,14575,1
2/4/2023 6:08,Mote01,qGEKMzVBjAY=,905300000,125,7,4/5,-76,11.8,10,66.04,18.34,0,16449,1
2/4/2023 6:09,Mote03,qGEKNDQkZg8=,904100000,125,1,4/5,-68,12.8,10,66.43,19.77,0,16587,1
2/4/2023 6:09,Mote05,qGEKMzA3fwE=,904900000,125,5,4/5,-77,9.5,10,66.27,18.7,0,2434,1
2/4/2023 6:09,Mote03,qGEKNDQkZg8=,904300000,125,2,4/5,-70,8.8,10,66.36,19.83,0,16588,1
2/4/2023 6:10,Mote04,qGEKNDBFiQo=,904500000,125,3,4/5,-65,11.5,10,67.17,17.46,0,15935,1
2/4/2023 6:10,Mote05,qGEKMzA3fwE=,904300000,125,2,4/5,-73,6.2,10,66.22,18.76,0,2435,1
2/4/2023 6:10,Mote02,qGEKNDExiAs=,905300000,125,7,4/5,-65,11.5,10,66.72,19.76,0,14577,1
2/4/2023 6:10,Mote03,qGEKNDQkZg8=,905300000,125,7,4/5,-71,12.5,10,66.29,19.89,0,16589,1
2/4/2023 6:11,Mote01,qGEKMzVBjAY=,904500000,125,3,4/5,-70,9.2,10,65.88,18.47,0,16451,1
2/4/2023 6:11,Mote03,qGEKNDQkZg8=,905100000,125,6,4/5,-71,11,10,66.2,19.95,0,16590,1
2/4/2023 6:11,Mote02,qGEKNDExiAs=,905100000,125,6,4/5,-65,10.8,10,66.69,19.74,0,14578,1
2/4/2023 6:11,Mote04,qGEKNDBFiQo=,905100000,125,6,4/5,-66,11.5,10,67.1,17.49,0,15937,1
2/4/2023 6:12,Mote01,qGEKMzVBjAY=,904300000,125,2,4/5,-75,7.5,10,65.89,18.45,0,16452,1
2/4/2023 6:12,Mote03,qGEKNDQkZg8=,904900000,125,5,4/5,-70,12.5,10,66.31,19.88,0,16591,1
2/4/2023 6:13,Mote01,qGEKMzVBjAY=,904100000,125,1,4/5,-72,9.8,10,65.91,18.43,0,16453,1
2/4/2023 6:13,Mote02,qGEKNDExiAs=,904500000,125,3,4/5,-65,12.5,10,66.78,19.74,0,14579,1
2/4/2023 6:13,Mote04,qGEKNDBFiQo=,904100000,125,1,4/5,-66,13,10,67.14,17.48,0,15938,1
2/4/2023 6:13,Mote05,qGEKMzA3fwE=,904500000,125,3,4/5,-74,9.8,10,66.06,18.81,0,2438,1
2/4/2023 6:14,Mote02,qGEKNDExiAs=,904700000,125,4,4/5,-67,13.8,10,66.76,19.79,0,14580,1
2/4/2023 6:15,Mote05,qGEKMzA3fwE=,905100000,125,6,4/5,-78,10.5,10,65.82,19.01,0,2440,1
2/4/2023 6:15,Mote03,qGEKNDQkZg8=,904700000,125,4,4/5,-70,11.5,10,65.95,20.13,0,16594,1
2/4/2023 6:15,Mote01,qGEKMzVBjAY=,904700000,125,4,4/5,-76,12.2,10,65.7,18.6,0,16455,1
2/4/2023 6:15,Mote02,qGEKNDExiAs=,904300000,125,2,4/5,-63,9.2,10,66.65,19.84,0,14582,1
2/4/2023 6:16,Mote04,qGEKNDBFiQo=,904300000,125,2,4/5,-69,8.2,10,67.14,17.56,0,15941,1
2/4/2023 6:16,Mote01,qGEKMzVBjAY=,904900000,125,5,4/5,-74,11.8,10,65.68,18.67,0,16456,1
2/4/2023 6:16,Mote03,qGEKNDQkZg8=,904500000,125,3,4/5,-68,11.8,10,65.95,20.16,0,16595,1
2/4/2023 6:16,Mote05,qGEKMzA3fwE=,904100000,125,1,4/5,-72,8.5,10,65.84,19.04,0,2441,1
2/4/2023 6:17,Mote04,qGEKNDBFiQo=,903900000,125,0,4/5,-67,10.2,10,67.14,17.57,0,15942,1
2/4/2023 6:17,Mote01,qGEKMzVBjAY=,903900000,125,0,4/5,-75,12.8,10,65.64,18.71,0,16457,1
2/4/2023 6:17,Mote05,qGEKMzA3fwE=,903900000,125,0,4/5,-75,9.5,10,65.84,19.06,0,2442,1
2/4/2023 6:17,Mote04,qGEKNDBFiQo=,904500000,125,3,4/5,-67,12.8,10,67.14,17.57,0,15942,1
2/4/2023 6:17,Mote05,qGEKMzA3fwE=,904700000,125,4,4/5,-79,12,10,65.84,19.06,0,2442,1
2/4/2023 6:17,Mote02,qGEKNDExiAs=,904100000,125,1,4/5,-66,12.5,10,66.58,19.95,0,14584,1
2/4/2023 6:18,Mote05,qGEKMzA3fwE=,905300000,125,7,4/5,-77,9.8,10,65.82,19.07,0,2443,1
2/4/2023 6:19,Mote02,qGEKNDExiAs=,904500000,125,3,4/5,-65,14.2,10,66.58,19.96,0,14585,1
2/4/2023 6:19,Mote04,qGEKNDBFiQo=,904900000,125,5,4/5,-67,12,10,67.14,17.62,0,15944,1
2/4/2023 6:19,Mote05,qGEKMzA3fwE=,904100000,125,1,4/5,-77,9,10,65.8,19.09,0,2444,1
2/4/2023 6:19,Mote02,qGEKNDExiAs=,905300000,125,7,4/5,-69,11,10,66.54,19.94,0,14586,1
2/4/2023 6:20,Mote04,qGEKNDBFiQo=,905300000,125,7,4/5,-66,9.5,10,67.1,17.55,0,15945,1
2/4/2023 6:20,Mote03,qGEKNDQkZg8=,904300000,125,2,4/5,-67,9.8,10,65.93,20.2,0,16598,1
2/4/2023 6:20,Mote01,qGEKMzVBjAY=,904300000,125,2,4/5,-75,7.8,10,65.59,18.79,0,16460,1
2/4/2023 6:20,Mote05,qGEKMzA3fwE=,904700000,125,4,4/5,-78,10.8,10,65.75,19.13,0,2445,1
2/4/2023 6:20,Mote03,qGEKNDQkZg8=,903900000,125,0,4/5,-69,11.8,10,65.93,20.2,0,16599,1
2/4/2023 6:21,Mote02,qGEKNDExiAs=,904300000,125,2,4/5,-65,8.5,10,66.58,19.97,0,14587,1
2/4/2023 6:21,Mote03,qGEKNDQkZg8=,904100000,125,1,4/5,-69,12,10,65.95,20.21,0,16600,1
2/4/2023 6:21,Mote01,qGEKMzVBjAY=,904900000,125,5,4/5,-69,10.5,10,65.61,18.76,0,16461,1
2/4/2023 6:23,Mote04,qGEKNDBFiQo=,904700000,125,4,4/5,-67,9.8,10,67.08,17.61,0,15948,1
2/4/2023 6:23,Mote01,qGEKMzVBjAY=,904500000,125,3,4/5,-70,8,10,65.64,18.74,0,16463,1
2/4/2023 6:23,Mote02,qGEKNDExiAs=,904700000,125,4,4/5,-65,10.5,10,66.56,19.96,0,14589,1
2/4/2023 6:23,Mote05,qGEKMzA3fwE=,903900000,125,0,4/5,-77,10.2,10,65.77,19.14,0,2448,1
2/4/2023 6:23,Mote03,qGEKNDQkZg8=,904700000,125,4,4/5,-71,11.5,10,65.95,20.2,0,16602,1
2/4/2023 6:24,Mote01,qGEKMzVBjAY=,904700000,125,4,4/5,-76,11.8,10,65.62,18.75,0,16464,1
2/4/2023 6:24,Mote04,qGEKNDBFiQo=,905100000,125,6,4/5,-64,10,10,67.1,17.62,0,15949,1
2/4/2023 6:25,Mote04,qGEKNDBFiQo=,904300000,125,2,4/5,-67,8.8,10,67.08,17.62,0,15950,1
2/4/2023 6:25,Mote02,qGEKNDExiAs=,903900000,125,0,4/5,-67,13.2,10,66.56,19.95,0,14591,1
2/4/2023 6:25,Mote05,qGEKMzA3fwE=,905300000,125,7,4/5,-76,9.2,10,65.71,19.13,0,2450,1
2/4/2023 6:26,Mote02,qGEKNDExiAs=,904900000,125,5,4/5,-64,11.8,10,66.54,19.98,0,14592,1
2/4/2023 6:26,Mote04,qGEKNDBFiQo=,904900000,125,5,4/5,-66,12.8,10,67.08,17.61,0,15951,1
2/4/2023 6:26,Mote03,qGEKNDQkZg8=,905100000,125,6,4/5,-69,12.5,10,65.86,20.25,0,16605,1
2/4/2023 6:26,Mote01,qGEKMzVBjAY=,903900000,125,0,4/5,-75,11.2,10,65.57,18.79,0,16466,1
2/4/2023 6:27,Mote02,qGEKNDExiAs=,905100000,125,6,4/5,-65,10.5,10,66.52,19.97,0,14593,1
2/4/2023 6:27,Mote01,qGEKMzVBjAY=,904100000,125,1,4/5,-72,10.5,10,65.55,18.79,0,16467,1
2/4/2023 6:27,Mote05,qGEKMzA3fwE=,904900000,125,5,4/5,-77,10.5,10,65.71,19.16,0,2452,1
2/4/2023 6:28,Mote03,qGEKNDQkZg8=,905300000,125,7,4/5,-73,13.8,10,65.89,20.26,0,16606,1
2/4/2023 6:28,Mote04,qGEKNDBFiQo=,903900000,125,0,4/5,-66,10.5,10,67.06,17.64,0,15953,1
2/4/2023 6:28,Mote05,qGEKMzA3fwE=,904300000,125,2,4/5,-77,6.5,10,65.73,19.19,0,2453,1
2/4/2023 6:29,Mote03,qGEKNDQkZg8=,904500000,125,3,4/5,-69,12.2,10,65.89,20.26,0,16607,1
2/4/2023 6:29,Mote01,qGEKMzVBjAY=,905300000,125,7,4/5,-75,12.5,10,65.59,18.8,0,16469,1
2/4/2023 6:29,Mote05,qGEKMzA3fwE=,905100000,125,6,4/5,-78,8.8,10,65.75,19.16,0,2454,1
2/4/2023 6:30,Mote03,qGEKNDQkZg8=,904100000,125,1,4/5,-69,12.2,10,65.86,20.25,0,16608,1
2/4/2023 6:30,Mote01,qGEKMzVBjAY=,905100000,125,6,4/5,-77,9.8,10,65.62,18.8,0,16470,1
2/4/2023 6:30,Mote02,qGEKNDExiAs=,903900000,125,0,4/5,-69,13.5,10,66.56,19.84,0,14596,1
2/4/2023 6:30,Mote04,qGEKNDBFiQo=,905300000,125,7,4/5,-65,9.5,10,67.12,17.67,0,15955,1
2/4/2023 6:30,Mote05,qGEKMzA3fwE=,904500000,125,3,4/5,-73,10.8,10,65.79,19.16,0,2455,1
2/4/2023 6:31,Mote03,qGEKNDQkZg8=,903900000,125,0,4/5,-68,12,10,65.93,20.26,0,16609,1
2/4/2023 6:31,Mote02,qGEKNDExiAs=,904300000,125,2,4/5,-65,8.8,10,66.56,20.03,0,14597,1
2/4/2023 6:31,Mote05,qGEKMzA3fwE=,904900000,125,5,4/5,-77,10.5,10,65.77,19.2,0,2456,1
2/4/2023 6:32,Mote03,qGEKNDQkZg8=,904900000,125,5,4/5,-70,12,10,65.95,20.27,0,16610,1
2/4/2023 6:32,Mote04,qGEKNDBFiQo=,904500000,125,3,4/5,-66,13,10,67.14,17.67,0,15957,1
2/4/2023 6:32,Mote01,qGEKMzVBjAY=,905100000,125,6,4/5,-75,9.5,10,65.62,18.79,0,16472,1
2/4/2023 6:32,Mote05,qGEKMzA3fwE=,905100000,125,6,4/5,-76,11,10,65.82,19.14,0,2457,1
2/4/2023 6:33,Mote02,qGEKNDExiAs=,904500000,125,3,4/5,-65,13.8,10,66.58,19.98,0,14599,1
2/4/2023 6:33,Mote03,qGEKNDQkZg8=,904300000,125,2,4/5,-69,8.8,10,65.98,20.22,0,16611,1
2/4/2023 6:33,Mote04,qGEKNDBFiQo=,905100000,125,6,4/5,-67,13,10,67.15,17.64,0,15958,1
2/4/2023 6:33,Mote01,qGEKMzVBjAY=,903900000,125,0,4/5,-70,10.8,10,65.7,18.74,0,16473,1
2/4/2023 6:33,Mote05,qGEKMzA3fwE=,904700000,125,4,4/5,-78,10.5,10,65.82,19.12,0,2458,1
2/4/2023 6:34,Mote02,qGEKNDExiAs=,904700000,125,4,4/5,-67,13.5,10,66.56,19.99,0,14600,1
2/4/2023 6:34,Mote04,qGEKNDBFiQo=,904100000,125,1,4/5,-65,12,10,67.14,17.62,0,15959,1
2/4/2023 6:34,Mote05,qGEKMzA3fwE=,904500000,125,3,4/5,-69,10.2,10,65.86,19.01,0,2459,1
2/4/2023 6:34,Mote01,qGEKMzVBjAY=,905300000,125,7,4/5,-76,12.2,10,65.75,18.64,0,16474,1
2/4/2023 6:35,Mote02,qGEKNDExiAs=,904900000,125,5,4/5,-65,14,10,66.56,19.91,0,14601,1
2/4/2023 6:35,Mote04,qGEKNDBFiQo=,904700000,125,4,4/5,-67,10,10,67.14,17.56,0,15960,1
2/4/2023 6:35,Mote03,qGEKNDQkZg8=,904500000,125,3,4/5,-70,12.5,10,66.13,20.03,0,16614,1
2/4/2023 6:35,Mote05,qGEKMzA3fwE=,903900000,125,0,4/5,-72,8.8,10,65.93,18.96,0,2460,1
2/4/2023 6:36,Mote02,qGEKNDExiAs=,905100000,125,6,4/5,-67,13.2,10,66.6,19.83,0,14602,1
2/4/2023 6:37,Mote01,qGEKMzVBjAY=,904300000,125,2,4/5,-73,8.5,10,65.91,18.49,0,16477,1
2/4/2023 6:37,Mote04,qGEKNDBFiQo=,904100000,125,1,4/5,-65,12,10,67.15,17.5,0,15962,1
2/4/2023 6:38,Mote03,qGEKNDQkZg8=,904700000,125,4,4/5,-71,11,10,66.24,19.98,0,16616,1
2/4/2023 6:38,Mote05,qGEKMzA3fwE=,904100000,125,1,4/5,-75,9.5,10,65.98,18.89,0,2462,1
2/4/2023 6:38,Mote01,qGEKMzVBjAY=,904500000,125,3,4/5,-75,10.5,10,65.89,18.48,0,16478,1
